Status,Title,Solution,Acceptance,Difficulty,Frequency,prob_url
,593. Valid Square,,44.0%,Medium,,https://leetcode.com/problems/valid-square/solution
,609. Find Duplicate File in System,,67.8%,Medium,,https://leetcode.com/problems/find-duplicate-file-in-system/solution
,611. Valid Triangle Number,,50.5%,Medium,,https://leetcode.com/problems/valid-triangle-number/solution
,621. Task Scheduler,,56.3%,Medium,,https://leetcode.com/problems/task-scheduler/solution
,623. Add One Row to Tree,,59.5%,Medium,,https://leetcode.com/problems/add-one-row-to-tree/solution
,624. Maximum Distance in Arrays,,41.8%,Medium,,https://leetcode.com/problems/maximum-distance-in-arrays/solution
,625. Minimum Factorization,,33.5%,Medium,,https://leetcode.com/problems/minimum-factorization/solution
,633. Sum of Square Numbers,,34.4%,Medium,,https://leetcode.com/problems/sum-of-square-numbers/solution
,634. Find the Derangement of An Array,,42.0%,Medium,,https://leetcode.com/problems/find-the-derangement-of-an-array/solution
,635. Design Log Storage System,,62.8%,Medium,,https://leetcode.com/problems/design-log-storage-system/solution
,638. Shopping Offers,,53.3%,Medium,,https://leetcode.com/problems/shopping-offers/solution
,640. Solve the Equation,,43.4%,Medium,,https://leetcode.com/problems/solve-the-equation/solution
,646. Maximum Length of Pair Chain,,56.5%,Medium,,https://leetcode.com/problems/maximum-length-of-pair-chain/solution
,647. Palindromic Substrings,,66.8%,Medium,,https://leetcode.com/problems/palindromic-substrings/solution
,648. Replace Words,,62.7%,Medium,,https://leetcode.com/problems/replace-words/solution
,650. 2 Keys Keyboard,,53.4%,Medium,,https://leetcode.com/problems/2-keys-keyboard/solution
,651. 4 Keys Keyboard,,54.6%,Medium,,https://leetcode.com/problems/4-keys-keyboard/solution
,652. Find Duplicate Subtrees,,59.0%,Medium,,https://leetcode.com/problems/find-duplicate-subtrees/solution
,654. Maximum Binary Tree,,84.7%,Medium,,https://leetcode.com/problems/maximum-binary-tree/solution
,658. Find K Closest Elements,,46.8%,Medium,,https://leetcode.com/problems/find-k-closest-elements/solution
,659. Split Array into Consecutive Subsequences,,50.8%,Medium,,https://leetcode.com/problems/split-array-into-consecutive-subsequences/solution
,662. Maximum Width of Binary Tree,,40.7%,Medium,,https://leetcode.com/problems/maximum-width-of-binary-tree/solution
,663. Equal Tree Partition,,41.4%,Medium,,https://leetcode.com/problems/equal-tree-partition/solution
,665. Non-decreasing Array,,24.3%,Medium,,https://leetcode.com/problems/non-decreasing-array/solution
,666. Path Sum IV,,59.5%,Medium,,https://leetcode.com/problems/path-sum-iv/solution
,667. Beautiful Arrangement II,,59.8%,Medium,,https://leetcode.com/problems/beautiful-arrangement-ii/solution
,669. Trim a Binary Search Tree,,66.4%,Medium,,https://leetcode.com/problems/trim-a-binary-search-tree/solution
,676. Implement Magic Dictionary,,56.9%,Medium,,https://leetcode.com/problems/implement-magic-dictionary/solution
,677. Map Sum Pairs,,56.8%,Medium,,https://leetcode.com/problems/map-sum-pairs/solution
,678. Valid Parenthesis String,,34.1%,Medium,,https://leetcode.com/problems/valid-parenthesis-string/solution
,684. Redundant Connection,,62.2%,Medium,,https://leetcode.com/problems/redundant-connection/solution
,687. Longest Univalue Path,,40.4%,Medium,,https://leetcode.com/problems/longest-univalue-path/solution
,688. Knight Probability in Chessboard,,52.1%,Medium,,https://leetcode.com/problems/knight-probability-in-chessboard/solution
,690. Employee Importance,,65.5%,Medium,,https://leetcode.com/problems/employee-importance/solution
,692. Top K Frequent Words,,57.1%,Medium,,https://leetcode.com/problems/top-k-frequent-words/solution
,694. Number of Distinct Islands,,60.7%,Medium,,https://leetcode.com/problems/number-of-distinct-islands/solution
,695. Max Area of Island,,71.8%,Medium,,https://leetcode.com/problems/max-area-of-island/solution
,698. Partition to K Equal Sum Subsets,,40.1%,Medium,,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/solution
,712. Minimum ASCII Delete Sum for Two Strings,,62.5%,Medium,,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/solution
,713. Subarray Product Less Than K,,45.7%,Medium,,https://leetcode.com/problems/subarray-product-less-than-k/solution
,714. Best Time to Buy and Sell Stock with Transaction Fee,,65.0%,Medium,,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/solution
,718. Maximum Length of Repeated Subarray,,51.3%,Medium,,https://leetcode.com/problems/maximum-length-of-repeated-subarray/solution
,720. Longest Word in Dictionary,,51.9%,Medium,,https://leetcode.com/problems/longest-word-in-dictionary/solution
,721. Accounts Merge,,56.3%,Medium,,https://leetcode.com/problems/accounts-merge/solution
,723. Candy Crush,,76.6%,Medium,,https://leetcode.com/problems/candy-crush/solution
,725. Split Linked List in Parts,,57.2%,Medium,,https://leetcode.com/problems/split-linked-list-in-parts/solution
,729. My Calendar I,,56.9%,Medium,,https://leetcode.com/problems/my-calendar-i/solution
,731. My Calendar II,,55.0%,Medium,,https://leetcode.com/problems/my-calendar-ii/solution
,735. Asteroid Collision,,44.4%,Medium,,https://leetcode.com/problems/asteroid-collision/solution
,737. Sentence Similarity II,,49.0%,Medium,,https://leetcode.com/problems/sentence-similarity-ii/solution
,739. Daily Temperatures,,66.3%,Medium,,https://leetcode.com/problems/daily-temperatures/solution
,740. Delete and Earn,,57.1%,Medium,,https://leetcode.com/problems/delete-and-earn/solution
,742. Closest Leaf in a Binary Tree,,45.9%,Medium,,https://leetcode.com/problems/closest-leaf-in-a-binary-tree/solution
,743. Network Delay Time,,51.8%,Medium,,https://leetcode.com/problems/network-delay-time/solution
,750. Number Of Corner Rectangles,,67.5%,Medium,,https://leetcode.com/problems/number-of-corner-rectangles/solution
,752. Open the Lock,,55.6%,Medium,,https://leetcode.com/problems/open-the-lock/solution
,754. Reach a Number,,42.7%,Medium,,https://leetcode.com/problems/reach-a-number/solution
,426. Convert Binary Search Tree to Sorted Doubly Linked List,,64.6%,Medium,,https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list/solution
,429. N-ary Tree Level Order Traversal,,70.7%,Medium,,https://leetcode.com/problems/n-ary-tree-level-order-traversal/solution
,430. Flatten a Multilevel Doubly Linked List,,59.6%,Medium,,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list/solution
,763. Partition Labels,,79.8%,Medium,,https://leetcode.com/problems/partition-labels/solution
,764. Largest Plus Sign,,48.3%,Medium,,https://leetcode.com/problems/largest-plus-sign/solution
,427. Construct Quad Tree,,74.5%,Medium,,https://leetcode.com/problems/construct-quad-tree/solution
,701. Insert into a Binary Search Tree,,74.3%,Medium,,https://leetcode.com/problems/insert-into-a-binary-search-tree/solution
,702. Search in a Sorted Array of Unknown Size,,71.5%,Medium,,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size/solution
,775. Global and Local Inversions,,43.3%,Medium,,https://leetcode.com/problems/global-and-local-inversions/solution
,776. Split BST,,72.6%,Medium,,https://leetcode.com/problems/split-bst/solution
,779. K-th Symbol in Grammar,,41.3%,Medium,,https://leetcode.com/problems/k-th-symbol-in-grammar/solution
,781. Rabbits in Forest,,54.8%,Medium,,https://leetcode.com/problems/rabbits-in-forest/solution
,784. Letter Case Permutation,,73.8%,Medium,,https://leetcode.com/problems/letter-case-permutation/solution
,785. Is Graph Bipartite?,,53.1%,Medium,,https://leetcode.com/problems/is-graph-bipartite/solution
,786. K-th Smallest Prime Fraction,,51.6%,Medium,,https://leetcode.com/problems/k-th-smallest-prime-fraction/solution
,787. Cheapest Flights Within K Stops,,37.0%,Medium,,https://leetcode.com/problems/cheapest-flights-within-k-stops/solution
,789. Escape The Ghosts,,60.8%,Medium,,https://leetcode.com/problems/escape-the-ghosts/solution
,790. Domino and Tromino Tiling,,52.9%,Medium,,https://leetcode.com/problems/domino-and-tromino-tiling/solution
,791. Custom Sort String,,69.2%,Medium,,https://leetcode.com/problems/custom-sort-string/solution
,792. Number of Matching Subsequences,,51.7%,Medium,,https://leetcode.com/problems/number-of-matching-subsequences/solution
,795. Number of Subarrays with Bounded Maximum,,52.8%,Medium,,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum/solution
,797. All Paths From Source to Target,,82.3%,Medium,,https://leetcode.com/problems/all-paths-from-source-to-target/solution
,799. Champagne Tower,,51.3%,Medium,,https://leetcode.com/problems/champagne-tower/solution
,802. Find Eventual Safe States,,56.4%,Medium,,https://leetcode.com/problems/find-eventual-safe-states/solution
,807. Max Increase to Keep City Skyline,,85.9%,Medium,,https://leetcode.com/problems/max-increase-to-keep-city-skyline/solution
,811. Subdomain Visit Count,,75.5%,Medium,,https://leetcode.com/problems/subdomain-visit-count/solution
,813. Largest Sum of Averages,,53.0%,Medium,,https://leetcode.com/problems/largest-sum-of-averages/solution
,814. Binary Tree Pruning,,72.4%,Medium,,https://leetcode.com/problems/binary-tree-pruning/solution
,816. Ambiguous Coordinates,,56.3%,Medium,,https://leetcode.com/problems/ambiguous-coordinates/solution
,707. Design Linked List,,27.6%,Medium,,https://leetcode.com/problems/design-linked-list/solution
,820. Short Encoding of Words,,60.6%,Medium,,https://leetcode.com/problems/short-encoding-of-words/solution
,823. Binary Trees With Factors,,49.7%,Medium,,https://leetcode.com/problems/binary-trees-with-factors/solution
,708. Insert into a Sorted Circular Linked List,,34.5%,Medium,,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list/solution
,826. Most Profit Assigning Work,,44.8%,Medium,,https://leetcode.com/problems/most-profit-assigning-work/solution
,622. Design Circular Queue,,51.6%,Medium,,https://leetcode.com/problems/design-circular-queue/solution
,835. Image Overlap,,63.9%,Medium,,https://leetcode.com/problems/image-overlap/solution
,837. New 21 Game,,36.2%,Medium,,https://leetcode.com/problems/new-21-game/solution
,838. Push Dominoes,,57.0%,Medium,,https://leetcode.com/problems/push-dominoes/solution
,840. Magic Squares In Grid,,38.6%,Medium,,https://leetcode.com/problems/magic-squares-in-grid/solution
,841. Keys and Rooms,,71.5%,Medium,,https://leetcode.com/problems/keys-and-rooms/solution
,842. Split Array into Fibonacci Sequence,,38.4%,Medium,,https://leetcode.com/problems/split-array-into-fibonacci-sequence/solution
,845. Longest Mountain in Array,,40.2%,Medium,,https://leetcode.com/problems/longest-mountain-in-array/solution
,848. Shifting Letters,,45.2%,Medium,,https://leetcode.com/problems/shifting-letters/solution
,849. Maximize Distance to Closest Person,,47.6%,Medium,,https://leetcode.com/problems/maximize-distance-to-closest-person/solution
,851. Loud and Rich,,58.4%,Medium,,https://leetcode.com/problems/loud-and-rich/solution
,852. Peak Index in a Mountain Array,,69.1%,Medium,,https://leetcode.com/problems/peak-index-in-a-mountain-array/solution
,856. Score of Parentheses,,64.8%,Medium,,https://leetcode.com/problems/score-of-parentheses/solution
,861. Score After Flipping Matrix,,75.0%,Medium,,https://leetcode.com/problems/score-after-flipping-matrix/solution
,863. All Nodes Distance K in Binary Tree,,62.3%,Medium,,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/solution
,865. Smallest Subtree with all the Deepest Nodes,,68.9%,Medium,,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes/solution
,866. Prime Palindrome,,25.7%,Medium,,https://leetcode.com/problems/prime-palindrome/solution
,869. Reordered Power of 2,,63.6%,Medium,,https://leetcode.com/problems/reordered-power-of-2/solution
,870. Advantage Shuffle,,51.8%,Medium,,https://leetcode.com/problems/advantage-shuffle/solution
,470. Implement Rand10() Using Rand7(),,46.4%,Medium,,https://leetcode.com/problems/implement-rand10-using-rand7/solution
,873. Length of Longest Fibonacci Subsequence,,48.3%,Medium,,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence/solution
,874. Walking Robot Simulation,,38.9%,Medium,,https://leetcode.com/problems/walking-robot-simulation/solution
,875. Koko Eating Bananas,,52.3%,Medium,,https://leetcode.com/problems/koko-eating-bananas/solution
,877. Stone Game,,69.7%,Medium,,https://leetcode.com/problems/stone-game/solution
,528. Random Pick with Weight,,46.1%,Medium,,https://leetcode.com/problems/random-pick-with-weight/solution
,519. Random Flip Matrix,,40.0%,Medium,,https://leetcode.com/problems/random-flip-matrix/solution
,478. Generate Random Point in a Circle,,39.6%,Medium,,https://leetcode.com/problems/generate-random-point-in-a-circle/solution
,880. Decoded String at Index,,28.3%,Medium,,https://leetcode.com/problems/decoded-string-at-index/solution
,881. Boats to Save People,,53.1%,Medium,,https://leetcode.com/problems/boats-to-save-people/solution
,885. Spiral Matrix III,,73.4%,Medium,,https://leetcode.com/problems/spiral-matrix-iii/solution
,886. Possible Bipartition,,50.0%,Medium,,https://leetcode.com/problems/possible-bipartition/solution
,890. Find and Replace Pattern,,77.6%,Medium,,https://leetcode.com/problems/find-and-replace-pattern/solution
,894. All Possible Full Binary Trees,,80.0%,Medium,,https://leetcode.com/problems/all-possible-full-binary-trees/solution
,898. Bitwise ORs of Subarrays,,37.2%,Medium,,https://leetcode.com/problems/bitwise-ors-of-subarrays/solution
,901. Online Stock Span,,65.2%,Medium,,https://leetcode.com/problems/online-stock-span/solution
,904. Fruit Into Baskets,,43.7%,Medium,,https://leetcode.com/problems/fruit-into-baskets/solution
,907. Sum of Subarray Minimums,,35.8%,Medium,,https://leetcode.com/problems/sum-of-subarray-minimums/solution
,909. Snakes and Ladders,,45.1%,Medium,,https://leetcode.com/problems/snakes-and-ladders/solution
,910. Smallest Range II,,35.1%,Medium,,https://leetcode.com/problems/smallest-range-ii/solution
,911. Online Election,,52.2%,Medium,,https://leetcode.com/problems/online-election/solution
,912. Sort an Array,,59.7%,Medium,,https://leetcode.com/problems/sort-an-array/solution
,915. Partition Array into Disjoint Intervals,,48.5%,Medium,,https://leetcode.com/problems/partition-array-into-disjoint-intervals/solution
,916. Word Subsets,,53.7%,Medium,,https://leetcode.com/problems/word-subsets/solution
,918. Maximum Sum Circular Subarray,,42.9%,Medium,,https://leetcode.com/problems/maximum-sum-circular-subarray/solution
,919. Complete Binary Tree Inserter,,65.1%,Medium,,https://leetcode.com/problems/complete-binary-tree-inserter/solution
,921. Minimum Add to Make Parentheses Valid,,75.8%,Medium,,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/solution
,923. 3Sum With Multiplicity,,45.3%,Medium,,https://leetcode.com/problems/3sum-with-multiplicity/solution
,926. Flip String to Monotone Increasing,,61.5%,Medium,,https://leetcode.com/problems/flip-string-to-monotone-increasing/solution
,930. Binary Subarrays With Sum,,52.0%,Medium,,https://leetcode.com/problems/binary-subarrays-with-sum/solution
,931. Minimum Falling Path Sum,,69.1%,Medium,,https://leetcode.com/problems/minimum-falling-path-sum/solution
,932. Beautiful Array,,65.2%,Medium,,https://leetcode.com/problems/beautiful-array/solution
,937. Reorder Data in Log Files,,56.4%,Medium,,https://leetcode.com/problems/reorder-data-in-log-files/solution
,939. Minimum Area Rectangle,,52.9%,Medium,,https://leetcode.com/problems/minimum-area-rectangle/solution
,945. Minimum Increment to Make Array Unique,,51.1%,Medium,,https://leetcode.com/problems/minimum-increment-to-make-array-unique/solution
,946. Validate Stack Sequences,,67.7%,Medium,,https://leetcode.com/problems/validate-stack-sequences/solution
,947. Most Stones Removed with Same Row or Column,,58.9%,Medium,,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/solution
,948. Bag of Tokens,,52.1%,Medium,,https://leetcode.com/problems/bag-of-tokens/solution
,949. Largest Time for Given Digits,,35.2%,Medium,,https://leetcode.com/problems/largest-time-for-given-digits/solution
,950. Reveal Cards In Increasing Order,,77.7%,Medium,,https://leetcode.com/problems/reveal-cards-in-increasing-order/solution
,951. Flip Equivalent Binary Trees,,66.8%,Medium,,https://leetcode.com/problems/flip-equivalent-binary-trees/solution
,954. Array of Doubled Pairs,,39.1%,Medium,,https://leetcode.com/problems/array-of-doubled-pairs/solution
,957. Prison Cells After N Days,,39.1%,Medium,,https://leetcode.com/problems/prison-cells-after-n-days/solution
,958. Check Completeness of a Binary Tree,,56.0%,Medium,,https://leetcode.com/problems/check-completeness-of-a-binary-tree/solution
,959. Regions Cut By Slashes,,69.2%,Medium,,https://leetcode.com/problems/regions-cut-by-slashes/solution
,966. Vowel Spellchecker,,51.4%,Medium,,https://leetcode.com/problems/vowel-spellchecker/solution
,967. Numbers With Same Consecutive Differences,,57.4%,Medium,,https://leetcode.com/problems/numbers-with-same-consecutive-differences/solution
,969. Pancake Sorting,,70.1%,Medium,,https://leetcode.com/problems/pancake-sorting/solution
,970. Powerful Integers,,43.6%,Medium,,https://leetcode.com/problems/powerful-integers/solution
,971. Flip Binary Tree To Match Preorder Traversal,,50.1%,Medium,,https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal/solution
,973. K Closest Points to Origin,,65.7%,Medium,,https://leetcode.com/problems/k-closest-points-to-origin/solution
,974. Subarray Sums Divisible by K,,54.4%,Medium,,https://leetcode.com/problems/subarray-sums-divisible-by-k/solution
,978. Longest Turbulent Subarray,,47.2%,Medium,,https://leetcode.com/problems/longest-turbulent-subarray/solution
,979. Distribute Coins in Binary Tree,,72.2%,Medium,,https://leetcode.com/problems/distribute-coins-in-binary-tree/solution
,981. Time Based Key-Value Store,,52.4%,Medium,,https://leetcode.com/problems/time-based-key-value-store/solution
,983. Minimum Cost For Tickets,,64.3%,Medium,,https://leetcode.com/problems/minimum-cost-for-tickets/solution
,984. String Without AAA or BBB,,43.1%,Medium,,https://leetcode.com/problems/string-without-aaa-or-bbb/solution
,985. Sum of Even Numbers After Queries,,68.2%,Medium,,https://leetcode.com/problems/sum-of-even-numbers-after-queries/solution
,986. Interval List Intersections,,71.3%,Medium,,https://leetcode.com/problems/interval-list-intersections/solution
,988. Smallest String Starting From Leaf,,50.2%,Medium,,https://leetcode.com/problems/smallest-string-starting-from-leaf/solution
,990. Satisfiability of Equality Equations,,50.5%,Medium,,https://leetcode.com/problems/satisfiability-of-equality-equations/solution
,991. Broken Calculator,,54.1%,Medium,,https://leetcode.com/problems/broken-calculator/solution
,994. Rotting Oranges,,52.9%,Medium,,https://leetcode.com/problems/rotting-oranges/solution
,1004. Max Consecutive Ones III,,63.2%,Medium,,https://leetcode.com/problems/max-consecutive-ones-iii/solution
,1007. Minimum Domino Rotations For Equal Row,,52.3%,Medium,,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row/solution
,1008. Construct Binary Search Tree from Preorder Traversal,,81.1%,Medium,,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/solution
,1055. Shortest Way to Form String,,59.7%,Medium,,https://leetcode.com/problems/shortest-way-to-form-string/solution
,1057. Campus Bikes,,57.6%,Medium,,https://leetcode.com/problems/campus-bikes/solution
,1010. Pairs of Songs With Total Durations Divisible by 60,,52.8%,Medium,,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60/solution
,1011. Capacity To Ship Packages Within D Days,,67.7%,Medium,,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/solution
,1061. Lexicographically Smallest Equivalent String,,76.5%,Medium,,https://leetcode.com/problems/lexicographically-smallest-equivalent-string/solution
,1060. Missing Element in Sorted Array,,54.7%,Medium,,https://leetcode.com/problems/missing-element-in-sorted-array/solution
,1062. Longest Repeating Substring,,59.2%,Medium,,https://leetcode.com/problems/longest-repeating-substring/solution
,1015. Smallest Integer Divisible by K,,46.8%,Medium,,https://leetcode.com/problems/smallest-integer-divisible-by-k/solution
,1066. Campus Bikes II,,54.9%,Medium,,https://leetcode.com/problems/campus-bikes-ii/solution
,1019. Next Greater Node In Linked List,,59.9%,Medium,,https://leetcode.com/problems/next-greater-node-in-linked-list/solution
,1020. Number of Enclaves,,65.5%,Medium,,https://leetcode.com/problems/number-of-enclaves/solution
,1087. Brace Expansion,,66.2%,Medium,,https://leetcode.com/problems/brace-expansion/solution
,1100. Find K-Length Substrings With No Repeated Characters,,74.7%,Medium,,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters/solution
,1101. The Earliest Moment When Everyone Become Friends,,64.7%,Medium,,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends/solution
,1120. Maximum Average Subtree,,65.6%,Medium,,https://leetcode.com/problems/maximum-average-subtree/solution
,1026. Maximum Difference Between Node and Ancestor,,75.7%,Medium,,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/solution
,1029. Two City Scheduling,,65.2%,Medium,,https://leetcode.com/problems/two-city-scheduling/solution
,1102. Path With Maximum Minimum Value,,53.3%,Medium,,https://leetcode.com/problems/path-with-maximum-minimum-value/solution
,1135. Connecting Cities With Minimum Cost,,61.3%,Medium,,https://leetcode.com/problems/connecting-cities-with-minimum-cost/solution
,1136. Parallel Courses,,61.6%,Medium,,https://leetcode.com/problems/parallel-courses/solution
,1151. Minimum Swaps to Group All 1's Together,,60.9%,Medium,,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together/solution
,1161. Maximum Level Sum of a Binary Tree,,66.0%,Medium,,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/solution
,1162. As Far from Land as Possible,,51.9%,Medium,,https://leetcode.com/problems/as-far-from-land-as-possible/solution
,1041. Robot Bounded In Circle,,55.3%,Medium,,https://leetcode.com/problems/robot-bounded-in-circle/solution
,1166. Design File System,,62.1%,Medium,,https://leetcode.com/problems/design-file-system/solution
,1167. Minimum Cost to Connect Sticks,,68.4%,Medium,,https://leetcode.com/problems/minimum-cost-to-connect-sticks/solution
,1048. Longest String Chain,,59.2%,Medium,,https://leetcode.com/problems/longest-string-chain/solution
,1182. Shortest Distance to Target Color,,55.4%,Medium,,https://leetcode.com/problems/shortest-distance-to-target-color/solution
,1197. Minimum Knight Moves,,39.7%,Medium,,https://leetcode.com/problems/minimum-knight-moves/solution
,1198. Find Smallest Common Element in All Rows,,76.6%,Medium,,https://leetcode.com/problems/find-smallest-common-element-in-all-rows/solution
,1214. Two Sum BSTs,,66.1%,Medium,,https://leetcode.com/problems/two-sum-bsts/solution
,1229. Meeting Scheduler,,55.2%,Medium,,https://leetcode.com/problems/meeting-scheduler/solution
,1091. Shortest Path in Binary Matrix,,44.6%,Medium,,https://leetcode.com/problems/shortest-path-in-binary-matrix/solution
,1244. Design A Leaderboard,,68.7%,Medium,,https://leetcode.com/problems/design-a-leaderboard/solution
,1245. Tree Diameter,,61.5%,Medium,,https://leetcode.com/problems/tree-diameter/solution
,1094. Car Pooling,,56.9%,Medium,,https://leetcode.com/problems/car-pooling/solution
,1272. Remove Interval,,63.6%,Medium,,https://leetcode.com/problems/remove-interval/solution
,1286. Iterator for Combination,,73.3%,Medium,,https://leetcode.com/problems/iterator-for-combination/solution
,1291. Sequential Digits,,61.3%,Medium,,https://leetcode.com/problems/sequential-digits/solution
,1288. Remove Covered Intervals,,57.0%,Medium,,https://leetcode.com/problems/remove-covered-intervals/solution
,1129. Shortest Path with Alternating Colors,,48.5%,Medium,,https://leetcode.com/problems/shortest-path-with-alternating-colors/solution
,1143. Longest Common Subsequence,,58.4%,Medium,,https://leetcode.com/problems/longest-common-subsequence/solution
,1328. Break a Palindrome,,52.7%,Medium,,https://leetcode.com/problems/break-a-palindrome/solution
,1329. Sort the Matrix Diagonally,,83.4%,Medium,,https://leetcode.com/problems/sort-the-matrix-diagonally/solution
,1302. Deepest Leaves Sum,,86.7%,Medium,,https://leetcode.com/problems/deepest-leaves-sum/solution
,1155. Number of Dice Rolls With Target Sum,,53.8%,Medium,,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/solution
,1236. Web Crawler,,66.5%,Medium,,https://leetcode.com/problems/web-crawler/solution
,1202. Smallest String With Swaps,,57.6%,Medium,,https://leetcode.com/problems/smallest-string-with-swaps/solution
,1209. Remove All Adjacent Duplicates in String II,,56.2%,Medium,,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/solution
,1706. Where Will the Ball Fall,,71.5%,Medium,,https://leetcode.com/problems/where-will-the-ball-fall/solution
,2225. Find Players With Zero or One Losses,,72.7%,Medium,,https://leetcode.com/problems/find-players-with-zero-or-one-losses/solution
,1239. Maximum Length of a Concatenated String with Unique Characters,,52.2%,Medium,,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters/solution
,1429. First Unique Number,,52.9%,Medium,,https://leetcode.com/problems/first-unique-number/solution
,1249. Minimum Remove to Make Valid Parentheses,,65.8%,Medium,,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses/solution
,1428. Leftmost Column with at Least a One,,53.4%,Medium,,https://leetcode.com/problems/leftmost-column-with-at-least-a-one/solution
,1254. Number of Closed Islands,,64.1%,Medium,,https://leetcode.com/problems/number-of-closed-islands/solution
,1268. Search Suggestions System,,66.3%,Medium,,https://leetcode.com/problems/search-suggestions-system/solution
,1283. Find the Smallest Divisor Given a Threshold,,56.0%,Medium,,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/solution
,1305. All Elements in Two Binary Search Trees,,79.8%,Medium,,https://leetcode.com/problems/all-elements-in-two-binary-search-trees/solution
,1306. Jump Game III,,63.5%,Medium,,https://leetcode.com/problems/jump-game-iii/solution
,1319. Number of Operations to Make Network Connected,,58.9%,Medium,,https://leetcode.com/problems/number-of-operations-to-make-network-connected/solution
,1344. Angle Between Hands of a Clock,,63.3%,Medium,,https://leetcode.com/problems/angle-between-hands-of-a-clock/solution
,1338. Reduce Array Size to The Half,,69.4%,Medium,,https://leetcode.com/problems/reduce-array-size-to-the-half/solution
,1339. Maximum Product of Splitted Binary Tree,,47.8%,Medium,,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree/solution
,1372. Longest ZigZag Path in a Binary Tree,,60.2%,Medium,,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree/solution
,1396. Design Underground System,,73.6%,Medium,,https://leetcode.com/problems/design-underground-system/solution
,1423. Maximum Points You Can Obtain from Cards,,52.3%,Medium,,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/solution
,1448. Count Good Nodes in Binary Tree,,74.3%,Medium,,https://leetcode.com/problems/count-good-nodes-in-binary-tree/solution
,1443. Minimum Time to Collect All Apples in a Tree,,62.8%,Medium,,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree/solution
,1461. Check If a String Contains All Binary Codes of Size K,,56.6%,Medium,,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k/solution
,1457. Pseudo-Palindromic Paths in a Binary Tree,,67.8%,Medium,,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/solution
,1465. Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,,40.9%,Medium,,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts/solution
,1466. Reorder Routes to Make All Paths Lead to the City Zero,,61.7%,Medium,,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero/solution
,1472. Design Browser History,,76.2%,Medium,,https://leetcode.com/problems/design-browser-history/solution
,1492. The kth Factor of n,,62.8%,Medium,,https://leetcode.com/problems/the-kth-factor-of-n/solution
,1485. Clone Binary Tree With Random Pointer,,79.7%,Medium,,https://leetcode.com/problems/clone-binary-tree-with-random-pointer/solution
,1490. Clone N-ary Tree,,83.5%,Medium,,https://leetcode.com/problems/clone-n-ary-tree/solution
,1519. Number of Nodes in the Sub-Tree With the Same Label,,55.3%,Medium,,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label/solution
,1506. Find Root of N-Ary Tree,,78.5%,Medium,,https://leetcode.com/problems/find-root-of-n-ary-tree/solution
,1522. Diameter of N-Ary Tree,,73.5%,Medium,,https://leetcode.com/problems/diameter-of-n-ary-tree/solution
,1533. Find the Index of the Large Integer,,56.0%,Medium,,https://leetcode.com/problems/find-the-index-of-the-large-integer/solution
,1551. Minimum Operations to Make Array Equal,,81.5%,Medium,,https://leetcode.com/problems/minimum-operations-to-make-array-equal/solution
